question,domain,topic
Explain the time complexity difference between linear search and binary search.,Coding,Searching
Write a program to find the first and last occurrence of a target element in a sorted array.,Coding,Searching
Write a program to search for a target value in a rotated sorted array.,Coding,Searching
Explain the working of linear search with an example.,Coding,Searching
What is the time complexity of binary search and why is it more efficient than linear search?,Coding,Searching
Write a program to find the first and last occurrence of an element in a sorted array.,Coding,Searching
Explain how interpolation search differs from binary search.,Coding,Searching
Write a program to search for an element in a rotated sorted array.,Coding,Searching
Write a program to implement exponential search on a sorted array.,Coding,Searching
Explain how a jump search algorithm reduces the number of comparisons compared to linear search.,Coding,Searching
Write a program to find the maximum sum of a subarray of size k using the sliding window technique.,Coding,Sliding Window
Explain how the sliding window technique reduces the time complexity of finding the longest substring without repeating characters.,Coding,Sliding Window
Write a program to find the smallest subarray with a sum greater than or equal to a given value using sliding window.,Coding,Sliding Window
Explain how the sliding window technique optimizes the time complexity of subarray problems.,Coding,Sliding Window
Write a program to find the length of the longest substring without repeating characters using sliding window.,Coding,Sliding Window
Write a program to find the smallest subarray with a sum greater than or equal to a given value.,Coding,Sliding Window
Explain the difference between a fixed-size and variable-size sliding window with examples.,Coding,Sliding Window
Write a program to find all subarrays of a given size k that have a sum equal to a target value.,Coding,Sliding Window
Explain how the sliding window technique can be applied to find the longest substring with at most k distinct characters.,Coding,Sliding Window
Write a program to find the maximum of all subarrays of size k using a deque-based sliding window.,Coding,Sliding Window
Explain the difference between the sliding window technique and the brute-force approach for subarray problems.,Coding,Sliding Window
Write a program to count the number of substrings with exactly k distinct characters using sliding window.,Coding,Sliding Window
Write a program to implement bubble sort on an array of integers.,Coding,Sorting
Write a program to implement quicksort and explain its average time complexity.,Coding,Sorting
Write a program to sort an array of strings alphabetically.,Coding,Sorting
Explain the difference between merge sort and selection sort in terms of stability and time complexity.,Coding,Sorting
"Write a program to sort an array containing only 0s, 1s and 2s in a single pass.",Coding,Sorting
Explain the working of bubble sort with an example.,Coding,Sorting
Write a program to implement quicksort on an array.,Coding,Sorting
Compare the time complexities of merge sort and insertion sort.,Coding,Sorting
Write a program to implement selection sort on an array of integers.,Coding,Sorting
Explain how merge sort uses the divide and conquer approach.,Coding,Sorting
"Write a program to sort an array of 0s, 1s and 2s without using extra space.",Coding,Sorting
Write a program to implement a stack using an array.,Coding,Stack
Write a program to check whether a given string of parentheses is balanced using a stack.,Coding,Stack
Write a function to evaluate a postfix expression using a stack.,Coding,Stack
Explain the difference between push and pop operations with their time complexity in a stack.,Coding,Stack
Explain the Last-In-First-Out (LIFO) principle used in a stack with an example.,Coding,Stack
Write a program to check for balanced parentheses in an expression using a stack.,Coding,Stack
Explain how a stack can be used to evaluate a postfix expression.,Coding,Stack
Write a program to implement a stack using two queues.,Coding,Stack
What are the applications of a stack in real-world programming?,Coding,Stack
Write a program to sort a stack using another stack.,Coding,Stack
Write a program to reverse a stack using recursion.,Coding,Stack
Explain how a stack can be used to implement undo functionality in an application.,Coding,Stack
Write a program to count the number of vowels in a given string.,Coding,Strings
Write a function to reverse a string without using built-in reverse functions.,Coding,Strings
Write a program to check whether two strings are equal ignoring case.,Coding,Strings
Write a program to remove all duplicate characters from a string.,Coding,Strings
Write a program to find the first non-repeating character in a given string.,Coding,Strings
Write a program to check whether a given string contains only digits.,Coding,Strings
Write a program to count the number of vowels and consonants in a string.,Coding,Strings
Write a program to find the first non-repeating character in a string.,Coding,Strings
Write a program to check if two strings are rotations of each other.,Coding,Strings
Write a program to remove all whitespace from a given string.,Coding,Strings
Write a program to convert a string to uppercase without using built-in functions.,Coding,Strings
Write a program to find the longest common prefix among an array of strings.,Coding,Strings
Write a program to find a pair of elements in a sorted array that sum to a given target using the two-pointer technique.,Coding,Two Pointers
Explain how the two-pointer technique can be used to remove duplicates from a sorted array in place.,Coding,Two Pointers
Write a program to check whether a string is a palindrome using two pointers moving from both ends.,Coding,Two Pointers
Explain how the two-pointer technique can be used to remove duplicates from a sorted array.,Coding,Two Pointers
Write a program to check if a string is a palindrome using two pointers.,Coding,Two Pointers
Write a program to find the container with the maximum amount of water using the two-pointer approach.,Coding,Two Pointers
Explain how two pointers can be used to merge two sorted arrays in-place.,Coding,Two Pointers
Write a program to find the number of triplets in an array that sum to zero using the two-pointer technique.,Coding,Two Pointers
Explain how the two-pointer technique is used to detect a cycle in a linked list.,Coding,Two Pointers
Write a program to sort an array of squares of a sorted array using two pointers.,Coding,Two Pointers
Explain the time complexity advantage of using two pointers over a nested loop for pair-sum problems.,Coding,Two Pointers
Write a program to trap rainwater between bars using the two-pointer approach.,Coding,Two Pointers
Explain how AJAX allows a web page to update content without a full page reload.,Full Stack,AJAX
What is the role of the XMLHttpRequest object in AJAX-based communication?,Full Stack,AJAX
Explain the difference between AJAX requests made using the Fetch API and jQuery's ajax() method.,Full Stack,AJAX
Explain how AJAX enables asynchronous communication between client and server.,Full Stack,AJAX
What is the role of the XMLHttpRequest object in AJAX?,Full Stack,AJAX
Explain the difference between AJAX and a traditional page reload.,Full Stack,AJAX
What are the common HTTP methods used in AJAX requests?,Full Stack,AJAX
Explain how the Fetch API can be used to make AJAX requests in modern JavaScript.,Full Stack,AJAX
Explain the readyState property of the XMLHttpRequest object and its possible values.,Full Stack,AJAX
What is the difference between synchronous and asynchronous AJAX requests?,Full Stack,AJAX
Explain how error handling is implemented in an AJAX request.,Full Stack,AJAX
"What is JSONP, and why was it used before CORS became widely supported?",Full Stack,AJAX
Explain the difference between authentication and authorization.,Full Stack,Authentication
"What is JSON Web Token (JWT), and how is it used for authenticating API requests?",Full Stack,Authentication
Explain the concept of session-based authentication versus token-based authentication.,Full Stack,Authentication
What is JSON Web Token (JWT) and how is it used for authentication?,Full Stack,Authentication
Explain the concept of session-based authentication.,Full Stack,Authentication
What is OAuth and how does it enable third-party authentication?,Full Stack,Authentication
Explain the purpose of password hashing in authentication systems.,Full Stack,Authentication
What is two-factor authentication and why is it used?,Full Stack,Authentication
Explain the concept of refresh tokens in token-based authentication.,Full Stack,Authentication
"What is single sign-on (SSO), and how does it benefit users across multiple applications?",Full Stack,Authentication
Explain the concept of role-based access control in an authentication system.,Full Stack,Authentication
What is the purpose of HTTPS in securing authentication credentials during transmission?,Full Stack,Authentication
Explain the 12-column grid system used in Bootstrap.,Full Stack,Bootstrap
What is the purpose of Bootstrap's utility classes for spacing and alignment?,Full Stack,Bootstrap
Explain how Bootstrap components such as navbars and modals help in responsive design.,Full Stack,Bootstrap
Explain the grid system in Bootstrap and how columns are structured.,Full Stack,Bootstrap
What is the difference between container and container-fluid classes in Bootstrap?,Full Stack,Bootstrap
Explain how to create a responsive navigation bar using Bootstrap.,Full Stack,Bootstrap
What are Bootstrap utility classes and how are they used?,Full Stack,Bootstrap
Explain the purpose of Bootstrap's breakpoint classes for responsive design.,Full Stack,Bootstrap
How do you customize the default theme colors in Bootstrap?,Full Stack,Bootstrap
Explain the difference between Bootstrap's default grid and its offset classes.,Full Stack,Bootstrap
"What are Bootstrap modals, and how are they used to display dialog boxes?",Full Stack,Bootstrap
Explain how Bootstrap cards are used to display content in a structured format.,Full Stack,Bootstrap
Explain the CSS box model and its components.,Full Stack,CSS
What is the difference between 'position: relative' and 'position: absolute' in CSS?,Full Stack,CSS
Explain the concept of Flexbox and how it helps in aligning elements.,Full Stack,CSS
What is the difference between CSS Grid and Flexbox?,Full Stack,CSS
"Explain the difference between 'em', 'rem' and 'px' units in CSS.",Full Stack,CSS
Explain the CSS box model with its components.,Full Stack,CSS
Explain the concept of specificity in CSS.,Full Stack,CSS
What is the difference between Flexbox and CSS Grid layout?,Full Stack,CSS
Explain how media queries are used to create responsive designs.,Full Stack,CSS
What is the difference between 'em' and 'rem' units in CSS?,Full Stack,CSS
Explain the difference between CSS pseudo-classes and pseudo-elements.,Full Stack,CSS
Explain the purpose of routing in an Express.js application.,Full Stack,Express.js
"What is middleware in Express.js, and how is it used to process requests?",Full Stack,Express.js
Write a simple Express.js route handler that returns a JSON response for a GET request.,Full Stack,Express.js
What is middleware in Express.js and how is it used?,Full Stack,Express.js
Explain how to handle errors in an Express.js application.,Full Stack,Express.js
What is the difference between 'app.get()' and 'app.post()' in Express.js?,Full Stack,Express.js
Explain how to serve static files using Express.js.,Full Stack,Express.js
How do you set up and use route parameters in Express.js?,Full Stack,Express.js
Explain the purpose of the 'next()' function in Express.js middleware.,Full Stack,Express.js
What is the difference between application-level and router-level middleware in Express.js?,Full Stack,Express.js
Explain how to connect an Express.js application to a MongoDB database.,Full Stack,Express.js
What is the purpose of the 'body-parser' middleware in an Express.js application?,Full Stack,Express.js
Explain the purpose of semantic HTML tags with examples.,Full Stack,HTML
What is the difference between the 'id' and 'class' attributes in HTML?,Full Stack,HTML
Explain the difference between block-level and inline elements in HTML.,Full Stack,HTML
Write the HTML code to create a simple form with a text input and a submit button.,Full Stack,HTML
Explain the difference between block-level and inline elements in HTML with examples.,Full Stack,HTML
What is the purpose of the 'alt' attribute in an image tag?,Full Stack,HTML
Explain the difference between HTML tags 'div' and 'span'.,Full Stack,HTML
What is semantic HTML and why is it important?,Full Stack,HTML
Explain the purpose of the 'form' element and its common attributes.,Full Stack,HTML
What is the difference between 'id' and 'class' attributes in HTML?,Full Stack,HTML
"Explain the use of the 'table' tag along with 'tr', 'td' and 'th' elements.",Full Stack,HTML
"Explain the difference between 'var', 'let' and 'const' in JavaScript.",Full Stack,JavaScript
What is a closure in JavaScript? Explain with an example.,Full Stack,JavaScript
Explain the difference between synchronous and asynchronous code execution in JavaScript.,Full Stack,JavaScript
What is the output of a JavaScript program that demonstrates hoisting of variables?,Full Stack,JavaScript
Explain the concept of event bubbling and event capturing in JavaScript.,Full Stack,JavaScript
What is the difference between '==' and '===' operators in JavaScript?,Full Stack,JavaScript
Explain how promises work in JavaScript with an example.,Full Stack,JavaScript
What is the purpose of the 'this' keyword in JavaScript?,Full Stack,JavaScript
Explain the concept of hoisting in JavaScript.,Full Stack,JavaScript
What is the difference between a shallow copy and a deep copy of an object in JavaScript?,Full Stack,JavaScript
Explain how the spread and rest operators work in JavaScript.,Full Stack,JavaScript
What is the purpose of the 'async' and 'await' keywords in JavaScript?,Full Stack,JavaScript
Explain the difference between a relational database and MongoDB's document-based model.,Full Stack,MongoDB
"What is the purpose of an index in MongoDB, and how does it improve query performance?",Full Stack,MongoDB
Explain the difference between 'find()' and 'findOne()' in MongoDB.,Full Stack,MongoDB
Write a MongoDB query to find all documents in a collection where the age field is greater than 25.,Full Stack,MongoDB
Explain the difference between MongoDB and a traditional relational database.,Full Stack,MongoDB
What is a document in MongoDB and how is it structured?,Full Stack,MongoDB
Explain the purpose of indexing in MongoDB.,Full Stack,MongoDB
What is the difference between 'find()' and 'findOne()' in MongoDB?,Full Stack,MongoDB
Explain how aggregation pipelines work in MongoDB.,Full Stack,MongoDB
What is the purpose of the '_id' field in a MongoDB document?,Full Stack,MongoDB
Explain the difference between embedded documents and references when modeling relationships in MongoDB.,Full Stack,MongoDB
What is the purpose of the 'updateOne()' and 'updateMany()' methods in MongoDB?,Full Stack,MongoDB
"Explain the event-driven, non-blocking architecture of Node.js.",Full Stack,Node.js
What is the purpose of the 'package.json' file in a Node.js project?,Full Stack,Node.js
Explain the difference between synchronous and asynchronous file reading in Node.js.,Full Stack,Node.js
What is middleware in the context of a Node.js application?,Full Stack,Node.js
Explain the event-driven architecture of Node.js.,Full Stack,Node.js
Explain the difference between synchronous and asynchronous functions in Node.js.,Full Stack,Node.js
What is npm and what role does it play in Node.js development?,Full Stack,Node.js
Explain how modules are exported and imported in Node.js.,Full Stack,Node.js
Explain the purpose of the Node.js event loop.,Full Stack,Node.js
What is the difference between 'require' and 'import' in a Node.js application?,Full Stack,Node.js
Explain how Node.js handles file operations asynchronously.,Full Stack,Node.js
What is the purpose of environment variables in a Node.js application?,Full Stack,Node.js
Explain the key principles of a RESTful API.,Full Stack,REST API
"What is the difference between the HTTP methods GET, POST, PUT and DELETE in the context of REST APIs?",Full Stack,REST API
"Explain the meaning of HTTP status codes 200, 404 and 500 in an API response.",Full Stack,REST API
What is the difference between a REST API and a SOAP-based web service?,Full Stack,REST API
Explain the concept of API rate limiting and why it is used.,Full Stack,REST API
Explain the key principles of a RESTful architecture.,Full Stack,REST API
What is the difference between PUT and PATCH methods in a REST API?,Full Stack,REST API
Explain the purpose of status codes in a REST API response.,Full Stack,REST API
What is statelessness in the context of REST APIs?,Full Stack,REST API
Explain the difference between REST and SOAP web services.,Full Stack,REST API
What is the purpose of API versioning in RESTful services?,Full Stack,REST API
Explain the lifecycle of a React functional component using hooks.,Full Stack,React
What is the difference between state and props in React?,Full Stack,React
Explain how the useEffect hook works in React with an example.,Full Stack,React
What is the virtual DOM in React and why is it used?,Full Stack,React
Explain the purpose of keys when rendering a list of elements in React.,Full Stack,React
Explain the difference between functional components and class components in React.,Full Stack,React
What is the virtual DOM in React and how does it improve performance?,Full Stack,React
Explain the concept of props and state in React with an example.,Full Stack,React
What are React hooks? Explain the use of useState and useEffect.,Full Stack,React
Explain the concept of component lifecycle methods in React.,Full Stack,React
What is the purpose of keys when rendering lists in React?,Full Stack,React
Explain how conditional rendering works in React.,Full Stack,React
Explain the difference between client-side rendering and server-side rendering.,Full Stack,Web Development
What is the role of a web browser's DOM in rendering a web page?,Full Stack,Web Development
Explain the concept of responsive web design and why it is important.,Full Stack,Web Development
What is the difference between a static website and a dynamic website?,Full Stack,Web Development
Explain the difference between frontend and backend development.,Full Stack,Web Development
What is the role of a web server in web development?,Full Stack,Web Development
Explain the concept of responsive web design.,Full Stack,Web Development
Explain the purpose of version control systems like Git in web development.,Full Stack,Web Development
What is the client-server model in web development?,Full Stack,Web Development
Explain the concept of progressive web applications (PWAs).,Full Stack,Web Development
What is the difference between server-side rendering and client-side rendering?,Full Stack,Web Development
Explain the role of a content delivery network (CDN) in web development.,Full Stack,Web Development
Explain the purpose of the jQuery '$(document).ready()' function.,Full Stack,jQuery
Write jQuery code to hide an element with a given class when a button is clicked.,Full Stack,jQuery
Explain the difference between '.html()' and '.text()' methods in jQuery.,Full Stack,jQuery
Explain the purpose of the jQuery library and its advantages over plain JavaScript.,Full Stack,jQuery
What is the difference between '$(document).ready()' and window.onload in jQuery?,Full Stack,jQuery
Explain how event handling works in jQuery with an example.,Full Stack,jQuery
What is the purpose of jQuery selectors? Give examples.,Full Stack,jQuery
Explain how AJAX calls are made using jQuery.,Full Stack,jQuery
Explain the purpose of the '.each()' method in jQuery.,Full Stack,jQuery
What is the difference between '.on()' and '.click()' for event handling in jQuery?,Full Stack,jQuery
Explain how DOM manipulation is performed using jQuery methods such as '.append()' and '.remove()'.,Full Stack,jQuery
"What is chaining in jQuery, and how does it simplify code?",Full Stack,jQuery
Explain the purpose of normalization in database design.,DBMS,Database Normalization
What is the difference between First Normal Form (1NF) and Second Normal Form (2NF)?,DBMS,Database Normalization
Explain Third Normal Form (3NF) with an example.,DBMS,Database Normalization
What problems can arise in a database that is not properly normalized?,DBMS,Database Normalization
Explain Boyce-Codd Normal Form (BCNF) and how it differs from Third Normal Form (3NF).,DBMS,Database Normalization
Explain the concept of the First Normal Form (1NF) with an example.,DBMS,Database Normalization
What is the difference between Second Normal Form (2NF) and Third Normal Form (3NF)?,DBMS,Database Normalization
Explain Boyce-Codd Normal Form (BCNF) and how it differs from 3NF.,DBMS,Database Normalization
What problems does normalization solve in a relational database?,DBMS,Database Normalization
Explain the concept of functional dependency and its role in normalization.,DBMS,Database Normalization
What is denormalization and when is it used in database design?,DBMS,Database Normalization
Explain the components of an Entity-Relationship (ER) diagram.,DBMS,ER Model
What is the difference between a strong entity and a weak entity in an ER model?,DBMS,ER Model
Explain the difference between a one-to-many relationship and a many-to-many relationship in an ER diagram.,DBMS,ER Model
What is the purpose of a composite attribute in an ER model?,DBMS,ER Model
Explain the difference between an entity and an entity set in the ER model.,DBMS,ER Model
What is the difference between a weak entity and a strong entity in the ER model?,DBMS,ER Model
"Explain the different types of relationships (one-to-one, one-to-many, many-to-many) in the ER model.",DBMS,ER Model
What is the purpose of an ER diagram in database design?,DBMS,ER Model
Explain the concept of attributes and their types in the ER model.,DBMS,ER Model
How is the ER model converted into relational tables?,DBMS,ER Model
Explain the concept of a partial key and identifying relationship in the ER model for weak entities.,DBMS,ER Model
Explain how indexing improves the performance of database queries.,DBMS,Indexing
What is the difference between a clustered index and a non-clustered index?,DBMS,Indexing
What are the trade-offs of creating too many indexes on a database table?,DBMS,Indexing
Explain the concept of a B-tree index and why it is commonly used in databases.,DBMS,Indexing
What are the trade-offs of using too many indexes on a table?,DBMS,Indexing
Explain the difference between a unique index and a composite index.,DBMS,Indexing
Explain how a hash index differs from a B-tree index.,DBMS,Indexing
"What is a covering index, and how does it improve query performance?",DBMS,Indexing
Explain the trade-off between read performance and write performance when adding indexes.,DBMS,Indexing
"What is a full-text index, and when would you use one?",DBMS,Indexing
Explain how a bitmap index differs from a B-tree index and when it is preferred.,DBMS,Indexing
What is the impact of indexing on INSERT and UPDATE operations in a database table?,DBMS,Indexing
Explain the difference between an INNER JOIN and a LEFT OUTER JOIN in SQL.,DBMS,Joins
"Write an SQL query using a JOIN to combine data from two related tables, 'Orders' and 'Customers'.",DBMS,Joins
Explain the difference between a self join and a cross join.,DBMS,Joins
Explain the difference between INNER JOIN and OUTER JOIN with an example.,DBMS,Joins
What is the difference between LEFT JOIN and RIGHT JOIN in SQL?,DBMS,Joins
Explain the concept of a self join with an example.,DBMS,Joins
What is a cross join and when would you use it?,DBMS,Joins
Explain the difference between a natural join and an equi join.,DBMS,Joins
Explain the difference between a full outer join and a left outer join.,DBMS,Joins
What is the difference between a theta join and an equi join?,DBMS,Joins
Explain how joins can affect query performance on large tables.,DBMS,Joins
Write an SQL query to combine data from two tables using an INNER JOIN.,DBMS,Joins
Explain the difference between a primary key and a foreign key.,DBMS,Keys
"What is a candidate key, and how does it differ from a primary key?",DBMS,Keys
Explain the concept of a composite key with an example.,DBMS,Keys
What is a candidate key and how does it differ from a primary key?,DBMS,Keys
What is a super key in a relational database?,DBMS,Keys
Explain the purpose of a unique key and how it differs from a primary key.,DBMS,Keys
Explain the difference between a natural key and a surrogate key.,DBMS,Keys
"What is a foreign key constraint, and what happens when it is violated?",DBMS,Keys
Explain the concept of a partial key in a weak entity.,DBMS,Keys
What is the purpose of an alternate key in a relational table?,DBMS,Keys
Explain the difference between a primary key and a unique key in terms of null value handling.,DBMS,Keys
"What is a compound key, and how does it differ from a composite key?",DBMS,Keys
Write an SQL query to find the second highest salary from an 'Employees' table.,DBMS,SQL Queries
"Write an SQL query to list all employees whose department is 'Sales', ordered by salary in descending order.",DBMS,SQL Queries
Explain the difference between the 'WHERE' clause and the 'HAVING' clause in SQL.,DBMS,SQL Queries
Write an SQL query to count the number of employees in each department.,DBMS,SQL Queries
Write an SQL query to find the second highest salary from an Employee table.,DBMS,SQL Queries
Write an SQL query to display all employees who joined in the last 6 months.,DBMS,SQL Queries
Write an SQL query using GROUP BY to find the total sales for each product category.,DBMS,SQL Queries
Write an SQL query to find duplicate records in a table.,DBMS,SQL Queries
Write an SQL query to fetch the top 3 highest-paid employees in each department.,DBMS,SQL Queries
Write an SQL query to update the salary of employees in a specific department by 10%.,DBMS,SQL Queries
Write an SQL query to count the number of employees in each department using GROUP BY.,DBMS,SQL Queries
Write an SQL query to find employees who do not have any assigned manager.,DBMS,SQL Queries
Explain the ACID properties of a database transaction.,DBMS,Transactions
What is the difference between the COMMIT and ROLLBACK statements in a transaction?,DBMS,Transactions
Explain the concept of a deadlock in the context of database transactions.,DBMS,Transactions
What is the difference between COMMIT and ROLLBACK in a transaction?,DBMS,Transactions
Explain the concept of concurrency control in database transactions.,DBMS,Transactions
"What is a deadlock in the context of database transactions, and how can it be avoided?",DBMS,Transactions
Explain the difference between optimistic and pessimistic concurrency control.,DBMS,Transactions
Explain the different isolation levels defined by the SQL standard.,DBMS,Transactions
"What is a dirty read, and which isolation level prevents it?",DBMS,Transactions
Explain the concept of a schedule in transaction management and what makes it serializable.,DBMS,Transactions
"What is two-phase locking, and how does it ensure consistency in transactions?",DBMS,Transactions
Explain the difference between a shared lock and an exclusive lock.,DBMS,Transactions
What is a deadlock in an operating system?,Operating Systems,Deadlock
Explain the four necessary conditions for a deadlock to occur.,Operating Systems,Deadlock
Explain the difference between deadlock prevention and deadlock avoidance.,Operating Systems,Deadlock
What is the difference between deadlock prevention and deadlock avoidance?,Operating Systems,Deadlock
Explain the Banker's algorithm for deadlock avoidance.,Operating Systems,Deadlock
What is a resource allocation graph and how is it used to detect deadlocks?,Operating Systems,Deadlock
Explain the concept of deadlock recovery and the methods used to resolve it.,Operating Systems,Deadlock
Explain the difference between deadlock avoidance and deadlock detection.,Operating Systems,Deadlock
What is a safe state in the context of deadlock avoidance?,Operating Systems,Deadlock
Explain how circular wait can be prevented to avoid deadlocks.,Operating Systems,Deadlock
What is the difference between deadlock and starvation?,Operating Systems,Deadlock
Explain how the wait-for graph is used to detect deadlocks.,Operating Systems,Deadlock
Explain the purpose of a file allocation table in a file system.,Operating Systems,File Systems
What is the difference between sequential access and direct access in a file system?,Operating Systems,File Systems
Explain the different file allocation methods used in operating systems.,Operating Systems,File Systems
What is the difference between sequential access and direct access in file systems?,Operating Systems,File Systems
Explain the concept of a file descriptor.,Operating Systems,File Systems
What is the purpose of a file allocation table (FAT) in a file system?,Operating Systems,File Systems
Explain the difference between a hard link and a symbolic link.,Operating Systems,File Systems
Explain the difference between contiguous and linked file allocation methods.,Operating Systems,File Systems
What is the role of an inode in a Unix-based file system?,Operating Systems,File Systems
Explain the concept of file permissions in an operating system.,Operating Systems,File Systems
"What is journaling in a file system, and why is it used?",Operating Systems,File Systems
Explain the difference between a flat file system and a hierarchical file system.,Operating Systems,File Systems
Explain the difference between contiguous and non-contiguous memory allocation.,Operating Systems,Memory Management
"What is fragmentation in memory management, and what is the difference between internal and external fragmentation?",Operating Systems,Memory Management
Explain the concept of dynamic memory allocation in an operating system.,Operating Systems,Memory Management
Explain the concept of virtual memory and why it is used.,Operating Systems,Memory Management
"What is the difference between the First Fit, Best Fit and Worst Fit memory allocation strategies?",Operating Systems,Memory Management
Explain the concept of segmentation in memory management.,Operating Systems,Memory Management
Explain the concept of dynamic memory allocation and its advantages.,Operating Systems,Memory Management
What is the difference between static and dynamic linking in memory management?,Operating Systems,Memory Management
Explain the concept of memory compaction and why it is used.,Operating Systems,Memory Management
"What is swapping, and how does it relate to memory management?",Operating Systems,Memory Management
Explain the difference between logical memory and physical memory.,Operating Systems,Memory Management
"What is thrashing, and what causes it in a memory management system?",Operating Systems,Memory Management
Explain the concept of paging in memory management.,Operating Systems,Paging
"What is a page fault, and how is it handled by the operating system?",Operating Systems,Paging
Explain the difference between paging and segmentation.,Operating Systems,Paging
What is a page fault and how is it handled by the operating system?,Operating Systems,Paging
Explain the difference between logical address and physical address in paging.,Operating Systems,Paging
What is the purpose of a page table in a paging system?,Operating Systems,Paging
Explain the Least Recently Used (LRU) page replacement algorithm.,Operating Systems,Paging
Explain the concept of multilevel paging and why it is used for large address spaces.,Operating Systems,Paging
What is the difference between paging and segmentation?,Operating Systems,Paging
Explain the role of the translation lookaside buffer (TLB) in paging.,Operating Systems,Paging
"What is demand paging, and how does it reduce memory usage?",Operating Systems,Paging
Explain the concept of a page replacement algorithm and name two common examples.,Operating Systems,Paging
Explain the difference between preemptive and non-preemptive scheduling.,Operating Systems,Process Scheduling
Explain how the Round Robin scheduling algorithm works with an example.,Operating Systems,Process Scheduling
What is the difference between the Shortest Job First (SJF) and First Come First Served (FCFS) scheduling algorithms?,Operating Systems,Process Scheduling
Compare the First-Come-First-Served (FCFS) and Shortest Job First (SJF) scheduling algorithms.,Operating Systems,Process Scheduling
Explain how Round Robin scheduling works with an example.,Operating Systems,Process Scheduling
"What is priority scheduling and what problem, known as starvation, can it cause?",Operating Systems,Process Scheduling
Explain the concept of context switching in process scheduling.,Operating Systems,Process Scheduling
Explain the concept of the Shortest Remaining Time First (SRTF) scheduling algorithm.,Operating Systems,Process Scheduling
"What is multilevel queue scheduling, and how does it categorize processes?",Operating Systems,Process Scheduling
Explain the concept of turnaround time and waiting time in process scheduling.,Operating Systems,Process Scheduling
What is the difference between long-term and short-term schedulers?,Operating Systems,Process Scheduling
Explain how multilevel feedback queue scheduling adapts to process behavior.,Operating Systems,Process Scheduling
Explain the purpose of a semaphore in process synchronization.,Operating Systems,Semaphores
What is the difference between a binary semaphore and a counting semaphore?,Operating Systems,Semaphores
Explain how semaphores can be used to solve the producer-consumer problem.,Operating Systems,Semaphores
Explain the difference between a binary semaphore and a counting semaphore.,Operating Systems,Semaphores
How does a semaphore help solve the producer-consumer problem?,Operating Systems,Semaphores
Explain the concept of the wait() and signal() operations on a semaphore.,Operating Systems,Semaphores
What is a mutex and how does it differ from a semaphore?,Operating Systems,Semaphores
Explain how semaphores can be used to solve the dining philosophers problem.,Operating Systems,Semaphores
Explain how semaphores can lead to priority inversion.,Operating Systems,Semaphores
What is the difference between busy waiting and blocking in semaphore implementation.,Operating Systems,Semaphores
Explain how a counting semaphore can be used to manage a pool of limited resources.,Operating Systems,Semaphores
"What is the readers-writers problem, and how can semaphores be used to solve it?",Operating Systems,Semaphores
Explain the difference between a process and a thread.,Operating Systems,Threads
What are the benefits of using multithreading in an application?,Operating Systems,Threads
Explain the difference between user-level threads and kernel-level threads.,Operating Systems,Threads
What is the difference between user-level threads and kernel-level threads?,Operating Systems,Threads
Explain the concept of multithreading and its advantages.,Operating Systems,Threads
What is the difference between concurrency and parallelism in multithreaded programs?,Operating Systems,Threads
Explain the concept of thread synchronization and why it is needed.,Operating Systems,Threads
Explain the many-to-one threading model and its limitations.,Operating Systems,Threads
What is the difference between the one-to-one and many-to-many threading models?,Operating Systems,Threads
Explain the concept of a thread pool and why it is used.,Operating Systems,Threads
"What is a race condition, and how can it occur in multithreaded programs?",Operating Systems,Threads
Explain the difference between a daemon thread and a user thread.,Operating Systems,Threads
Explain the purpose of the Domain Name System (DNS) in networking.,Computer Networks,DNS
What is the difference between a recursive DNS query and an iterative DNS query?,Computer Networks,DNS
Explain the role of a DNS resolver when a user types a website address in a browser.,Computer Networks,DNS
Explain the role of a DNS resolver in the domain name resolution process.,Computer Networks,DNS
What is the purpose of an MX record in DNS?,Computer Networks,DNS
Explain the concept of DNS caching and why it is used.,Computer Networks,DNS
Explain the hierarchical structure of the DNS namespace.,Computer Networks,DNS
What is the difference between an A record and a CNAME record in DNS?,Computer Networks,DNS
Explain the role of a root DNS server in domain name resolution.,Computer Networks,DNS
What is the purpose of Time to Live (TTL) in a DNS record?,Computer Networks,DNS
Explain the concept of reverse DNS lookup.,Computer Networks,DNS
"What is DNS spoofing, and why is it considered a security threat?",Computer Networks,DNS
Explain the difference between HTTP and HTTPS.,Computer Networks,HTTP
What is the purpose of HTTP headers in a request and response?,Computer Networks,HTTP
Explain the difference between a stateless protocol like HTTP and a stateful connection.,Computer Networks,HTTP
What is the difference between the GET and POST methods in HTTP?,Computer Networks,HTTP
Explain the purpose of HTTP status codes with examples.,Computer Networks,HTTP
"What is a persistent HTTP connection, and how does it improve performance?",Computer Networks,HTTP
Explain the concept of HTTP cookies and their use.,Computer Networks,HTTP
Explain the difference between HTTP/1.1 and HTTP/2.,Computer Networks,HTTP
What is the purpose of HTTP request headers such as 'Content-Type' and 'Authorization'?,Computer Networks,HTTP
Explain the concept of HTTP caching and how it improves web performance.,Computer Networks,HTTP
"What is a stateless protocol, and why is HTTP considered stateless?",Computer Networks,HTTP
Explain the difference between HTTP 4xx and 5xx status codes.,Computer Networks,HTTP
Explain the purpose of a firewall in network security.,Computer Networks,Network Security
What is the difference between symmetric and asymmetric encryption in securing network communication?,Computer Networks,Network Security
